Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2007,1,1,0,0,0,0,0,0,0,0,6,1,160.48,0,0.096,1.9,2.976,164.2,100,2,990
2007,1,1,0,30,0,0,0,0,0,0,6,1,160.1,0,0.096,1.9,2.994,164.2,100,2,990
2007,1,1,1,0,0,0,0,0,0,0,6,1,157.9,0,0.096,1.9,3.012,169.1,100,3,990
2007,1,1,1,30,0,0,0,0,0,0,6,1,154.34,0,0.096,1.8,2.968,169.1,100,3,990
2007,1,1,2,0,0,0,0,0,0,0,6,2,149.93,0,0.096,1.7,2.924,176.6,100,3,990
2007,1,1,2,30,0,0,0,0,0,0,6,2,144.99,0,0.096,1.6,2.772,176.6,100,3,990
2007,1,1,3,0,0,0,0,0,0,0,6,2,139.76,0,0.096,1.6,2.622,179,100,4,990
2007,1,1,3,30,0,0,0,0,0,0,6,2,134.34,0,0.096,1.5,2.507,179,100,4,990
2007,1,1,4,0,0,0,0,0,0,0,6,2,128.84,0,0.096,1.4,2.393,176.8,100,4,990
2007,1,1,4,30,0,0,0,0,0,0,6,2,123.31,0,0.096,1.2,2.261,176.8,100,4,990
2007,1,1,5,0,0,0,0,0,0,0,6,2,117.8,0,0.096,1.2,2.131,173.2,100,4,990
2007,1,1,5,30,0,0,0,0,0,0,7,2,112.33,0,0.096,1.1,2.013,173.2,100,3,990
2007,1,1,6,0,0,0,0,0,0,0,4,2,106.96,0,0.096,1,1.895,170.9,100,3,990
2007,1,1,6,30,0,0,0,0,0,0,4,1,101.7,0,0.096,0.9,1.697,170.9,100,3,990
2007,1,1,7,0,0,0,0,0,0,0,7,1,96.61,0,0.096,0.8,1.5,166.8,100,3,990
2007,1,1,7,30,0,0,0,0,0,0,3,1,91.71,0,0.096,0.8,1.361,166.8,100,3,990
2007,1,1,8,0,20,217,31,20,217,31,0,2,87.05,0,0.096,0.9,1.223,171.4,100,3,990
2007,1,1,8,30,38,429,93,38,429,93,0,2,82.69,0,0.096,0.8,1.19,171.4,100,3,990
2007,1,1,9,0,73,165,106,50,578,163,3,2,78.68,0,0.096,0.8,1.157,175,100,4,990
2007,1,1,9,30,103,177,149,58,664,230,3,2,75.07,4,0.096,0.7,1.15,175,100,4,990
2007,1,1,10,0,120,256,199,65,723,289,2,4,71.94,0,0.096,0.7,1.143,175.2,100,5,990
2007,1,1,10,30,125,376,258,69,763,338,2,4,69.35,0,0.096,0.7,1.145,175.2,100,5,990
2007,1,1,11,0,148,361,287,73,786,375,3,4,67.38,4,0.096,0.7,1.147,182.9,100,6,990
2007,1,1,11,30,159,326,291,75,802,400,2,4,66.07,0,0.096,0.7,1.156,182.9,100,6,990
2007,1,1,12,0,170,311,299,76,808,411,3,5,65.47,4,0.096,0.7,1.165,197.9,97.94,7,990
2007,1,1,12,30,148,411,318,76,806,409,2,5,65.6,0,0.096,0.6,1.184,197.9,97.92,7,990
2007,1,1,13,0,76,789,391,76,789,391,0,5,66.46,0,0.096,0.6,1.204,211.9,99.72,8,990
2007,1,1,13,30,74,769,362,74,769,362,0,5,68.01,0,0.096,0.5,1.202,211.9,99.7,8,990
2007,1,1,14,0,92,547,278,69,741,320,2,5,70.22,0,0.096,0.5,1.2,222.6,99.77,8,990
2007,1,1,14,30,103,1,104,64,695,267,4,4,73,0,0.096,0.4,1.211,222.6,100,7,990
2007,1,1,15,0,63,0,63,57,625,205,4,4,76.31,0,0.096,0.4,1.223,233.2,100,7,990
2007,1,1,15,30,42,0,42,47,524,137,4,2,80.08,4,0.096,0.4,1.254,233.2,100,5,990
2007,1,1,16,0,21,0,21,34,335,68,4,2,84.22,4,0.096,0.4,1.286,249.1,100,4,990
2007,1,1,16,30,4,0,4,12,95,14,4,2,88.7,4,0.096,0.4,1.322,249.1,100,3,990
2007,1,1,17,0,0,0,0,0,0,0,4,2,93.45,0,0.096,0.4,1.358,256.4,100,3,990
2007,1,1,17,30,0,0,0,0,0,0,4,2,98.42,0,0.096,0.4,1.378,256.4,100,3,990
2007,1,1,18,0,0,0,0,0,0,0,4,2,103.58,0,0.096,0.5,1.398,262.1,100,4,990
2007,1,1,18,30,0,0,0,0,0,0,4,2,108.88,0,0.096,0.5,1.377,262.1,100,4,990
2007,1,1,19,0,0,0,0,0,0,0,4,2,114.29,0,0.096,0.6,1.356,275.5,100,4,990
2007,1,1,19,30,0,0,0,0,0,0,,2,119.77,1,0.096,0.7,1.296,275.5,100,4,990
2007,1,1,20,0,0,0,0,0,0,0,4,2,125.29,0,0.096,0.8,1.237,287.2,100,4,990
2007,1,1,20,30,0,0,0,0,0,0,4,2,130.82,0,0.096,0.8,1.184,287.2,100,4,990
2007,1,1,21,0,0,0,0,0,0,0,4,2,136.29,0,0.096,0.9,1.132,283.7,100,4,990
2007,1,1,21,30,0,0,0,0,0,0,4,1,141.65,0,0.096,0.9,1.118,283.7,100,3,990
2007,1,1,22,0,0,0,0,0,0,0,4,1,146.79,0,0.096,1,1.105,274.7,100,3,990
2007,1,1,22,30,0,0,0,0,0,0,4,1,151.56,0,0.096,1,1.121,274.7,100,2,990
2007,1,1,23,0,0,0,0,0,0,0,4,1,155.7,0,0.096,1.1,1.138,270.7,100,2,990
2007,1,1,23,30,0,0,0,0,0,0,4,0,158.81,0,0.096,1.1,1.142,270.7,100,2,990
2007,1,2,0,0,0,0,0,0,0,0,4,0,160.39,0,0.096,1.2,1.146,273.5,100,2,990
2007,1,2,0,30,0,0,0,0,0,0,4,0,160.04,0,0.096,1.2,1.072,273.5,100,2,990
2007,1,2,1,0,0,0,0,0,0,0,4,0,157.87,0,0.096,1.4,0.998,284.4,100,2,990
2007,1,2,1,30,0,0,0,0,0,0,4,0,154.34,0,0.096,1.5,0.861,284.4,100,2,990
2007,1,2,2,0,0,0,0,0,0,0,4,0,149.94,0,0.096,1.7,0.725,296.2,100,2,990
2007,1,2,2,30,0,0,0,0,0,0,4,0,145.02,0,0.096,1.7,0.632,296.2,100,1,990
2007,1,2,3,0,0,0,0,0,0,0,4,0,139.79,0,0.096,1.7,0.539,303.5,95.12,1,990
2007,1,2,3,30,0,0,0,0,0,0,4,0,134.38,0,0.096,1.6,0.5,303.5,95.19,0,990
2007,1,2,4,0,0,0,0,0,0,0,4,-1,128.88,0,0.096,1.6,0.461,306.5,88.72,0,990
2007,1,2,4,30,0,0,0,0,0,0,1,-1,123.35,0,0.096,1.5,0.448,306.5,88.79,0,990
2007,1,2,5,0,0,0,0,0,0,0,1,-2,117.83,0,0.096,1.5,0.436,307.1,91.35,0,990
2007,1,2,5,30,0,0,0,0,0,0,1,-2,112.36,0,0.096,1.4,0.442,307.1,91.41,0,1000
2007,1,2,6,0,0,0,0,0,0,0,1,-2,106.99,0,0.096,1.4,0.448,306.1,88.95,0,1000
2007,1,2,6,30,0,0,0,0,0,0,1,-2,101.73,0,0.096,1.3,0.466,306.1,89,0,1000
2007,1,2,7,0,0,0,0,0,0,0,4,-2,96.63,0,0.096,1.3,0.486,302.3,95.06,0,1000
2007,1,2,7,30,0,0,0,0,0,0,4,-2,91.72,0,0.096,1.3,0.509,302.3,88.38,0,1000
2007,1,2,8,0,21,243,33,21,243,33,0,-2,87.06,0,0.096,1.3,0.532,299.6,89.65,0,1000
2007,1,2,8,30,23,0,23,39,470,99,4,-2,82.69,0,0.096,1.3,0.548,299.6,83.4,0,1000
2007,1,2,9,0,30,0,30,50,613,171,4,-2,78.66,0,0.096,1.4,0.565,300.2,85.42,1,1000
2007,1,2,9,30,57,0,57,59,699,239,4,-2,75.05,0,0.096,1.4,0.578,300.2,85.46,1,1000
2007,1,2,10,0,72,0,72,60,782,303,4,-1,71.9,4,0.096,1.4,0.591,300.3,86.81,2,1000
2007,1,2,10,30,142,48,159,64,819,353,4,-1,69.31,0,0.096,1.4,0.608,300.3,86.82,2,1000
2007,1,2,11,0,157,49,176,66,845,392,4,-2,67.32,4,0.096,1.4,0.625,299.3,80.03,3,1000
2007,1,2,11,30,169,246,269,67,858,417,4,-2,66,0,0.096,1.4,0.644,299.3,80.03,3,1000
2007,1,2,12,0,176,241,277,68,865,428,,-2,65.39,1,0.096,1.4,0.663,298.9,73.81,3,1000
2007,1,2,12,30,67,863,425,67,863,425,,-2,65.51,1,0.096,1.3,0.674,298.9,73.81,3,1000
2007,1,2,13,0,64,861,410,64,861,410,1,-2,66.36,0,0.096,1.3,0.685,299.4,74.4,4,1000
2007,1,2,13,30,62,843,380,62,843,380,0,-2,67.9,0,0.096,1.2,0.684,299.4,74.42,4,1000
2007,1,2,14,0,59,816,337,59,816,337,0,-1,70.09,0,0.096,1.1,0.684,299.7,75.83,4,1000
2007,1,2,14,30,55,775,283,55,775,283,0,-1,72.88,0,0.096,1,0.678,299.7,75.85,3,1000
2007,1,2,15,0,49,712,219,49,712,219,0,-1,76.18,0,0.096,0.9,0.673,299,78.65,3,1000
2007,1,2,15,30,41,618,149,41,618,149,0,-1,79.94,0,0.096,0.7,0.67,299,84.5,1,1000
2007,1,2,16,0,29,470,78,29,470,78,0,-1,84.09,0,0.096,0.5,0.668,295.9,88.21,0,1000
2007,1,2,16,30,12,203,17,12,203,17,0,-1,88.56,0,0.096,0.4,0.669,295.9,94.9,0,1000
2007,1,2,17,0,0,0,0,0,0,0,0,-2,93.31,0,0.096,0.4,0.671,290.5,96.49,-1,1000
2007,1,2,17,30,0,0,0,0,0,0,0,-2,98.28,0,0.096,0.4,0.666,290.5,96.5,-1,1000
2007,1,2,18,0,0,0,0,0,0,0,0,-3,103.44,0,0.096,0.4,0.662,278.5,100,-1,1000
2007,1,2,18,30,0,0,0,0,0,0,0,-3,108.74,0,0.096,0.4,0.651,278.5,100,-1,1000
2007,1,2,19,0,0,0,0,0,0,0,0,-3,114.15,0,0.096,0.4,0.64,265.7,100,-1,1000
2007,1,2,19,30,0,0,0,0,0,0,0,-3,119.63,0,0.096,0.4,0.627,265.7,100,-1,1000
2007,1,2,20,0,0,0,0,0,0,0,0,-3,125.16,0,0.096,0.4,0.615,254.9,100,-1,1000
2007,1,2,20,30,0,0,0,0,0,0,0,-3,130.68,0,0.096,0.4,0.601,254.9,100,-1,1000
2007,1,2,21,0,0,0,0,0,0,0,0,-3,136.15,0,0.096,0.5,0.588,242.4,100,-1,1000
2007,1,2,21,30,0,0,0,0,0,0,0,-3,141.51,0,0.096,0.5,0.575,242.4,100,-1,1000
2007,1,2,22,0,0,0,0,0,0,0,0,-3,146.65,0,0.096,0.5,0.562,231.2,100,-1,1000
2007,1,2,22,30,0,0,0,0,0,0,0,-3,151.42,0,0.096,0.5,0.549,231.2,100,-1,1000
2007,1,2,23,0,0,0,0,0,0,0,0,-3,155.57,0,0.096,0.6,0.537,224.2,100,-1,1000
2007,1,2,23,30,0,0,0,0,0,0,0,-3,158.69,0,0.096,0.6,0.54,224.2,100,-1,1000
2007,1,3,0,0,0,0,0,0,0,0,0,-3,160.29,0,0.096,0.6,0.544,217.8,100,-2,1000
2007,1,3,0,30,0,0,0,0,0,0,0,-3,159.97,0,0.096,0.6,0.566,217.8,100,-2,1000
2007,1,3,1,0,0,0,0,0,0,0,1,-3,157.83,0,0.096,0.6,0.588,209.9,100,-2,1000
2007,1,3,1,30,0,0,0,0,0,0,1,-3,154.33,0,0.096,0.6,0.607,209.9,100,-2,1000
2007,1,3,2,0,0,0,0,0,0,0,0,-3,149.95,0,0.096,0.6,0.627,204.7,100,-2,1000
2007,1,3,2,30,0,0,0,0,0,0,7,-3,145.03,0,0.096,0.6,0.644,204.7,100,-1,1000
2007,1,3,3,0,0,0,0,0,0,0,7,-3,139.81,0,0.096,0.6,0.661,200.2,100,-1,1000
2007,1,3,3,30,0,0,0,0,0,0,7,-2,134.41,0,0.096,0.6,0.686,200.2,93.41,0,1000
2007,1,3,4,0,0,0,0,0,0,0,7,-2,128.91,0,0.096,0.7,0.711,193.6,94.51,0,1000
2007,1,3,4,30,0,0,0,0,0,0,7,-2,123.38,0,0.096,0.7,0.712,193.6,87.81,0,1000
2007,1,3,5,0,0,0,0,0,0,0,7,-2,117.86,0,0.096,0.8,0.713,187.1,89.64,0,1000
2007,1,3,5,30,0,0,0,0,0,0,7,-2,112.39,0,0.096,0.8,0.673,187.1,89.62,0,1000
2007,1,3,6,0,0,0,0,0,0,0,7,-2,107.01,0,0.096,0.8,0.633,184.8,90.8,0,1000
2007,1,3,6,30,0,0,0,0,0,0,7,-2,101.75,0,0.096,0.8,0.587,184.8,90.77,0,1000
2007,1,3,7,0,0,0,0,0,0,0,7,-2,96.64,0,0.096,0.8,0.541,184.9,90.1,0,1000
2007,1,3,7,30,0,0,0,0,0,0,7,-2,91.73,0,0.096,0.8,0.53,184.9,83.76,0,1000
2007,1,3,8,0,19,292,34,19,292,34,1,-2,87.06,0,0.096,0.9,0.52,185.3,86.02,0,1000
2007,1,3,8,30,35,516,101,35,516,101,0,-2,82.68,0,0.096,0.9,0.523,185.3,86.01,1,1000
2007,1,3,9,0,47,646,174,47,646,174,0,-1,78.64,0,0.096,0.9,0.527,187.1,86.06,2,1000
2007,1,3,9,30,54,729,243,54,729,243,0,-1,75.02,0,0.096,1,0.533,187.1,80.09,3,1000
2007,1,3,10,0,115,301,209,56,807,307,4,0,71.86,0,0.096,1.1,0.539,204.6,78.61,4,1000
2007,1,3,10,30,132,329,249,59,842,358,4,0,69.25,0,0.096,1.1,0.564,204.6,78.57,5,1000
2007,1,3,11,0,63,860,396,63,860,396,1,0,67.25,0,0.096,1.1,0.589,214.7,76.74,6,1000
2007,1,3,11,30,65,874,421,65,874,421,0,0,65.92,0,0.096,1.1,0.593,214.7,76.69,6,1000
2007,1,3,12,0,68,871,432,68,871,432,0,1,65.3,0,0.096,1.1,0.597,217.8,75.36,7,1000
2007,1,3,12,30,171,269,284,68,869,429,7,0,65.41,0,0.096,1,0.615,217.8,75.34,7,1000
2007,1,3,13,0,150,372,300,63,870,414,7,1,66.24,0,0.096,1,0.634,224,73.81,8,1000
2007,1,3,13,30,116,500,305,62,851,384,7,1,67.78,0,0.096,0.9,0.658,224,73.81,7,1000
2007,1,3,14,0,130,307,235,64,799,338,7,2,69.97,0,0.096,0.9,0.682,229.1,77.09,7,1000
2007,1,3,14,30,111,274,193,59,756,284,4,2,72.75,0,0.096,0.8,0.68,229.1,82.63,6,1000
2007,1,3,15,0,88,249,148,52,696,220,4,2,76.05,0,0.096,0.7,0.678,230.7,88.29,6,1000
2007,1,3,15,30,52,400,123,44,602,150,7,2,79.8,0,0.096,0.6,0.673,230.7,100,4,1000
2007,1,3,16,0,35,274,64,31,451,79,7,1,83.95,4,0.096,0.6,0.669,228.6,100,2,1000
2007,1,3,16,30,15,0,15,13,188,18,7,0,88.42,4,0.096,0.6,0.665,228.6,100,2,1000
2007,1,3,17,0,0,0,0,0,0,0,1,0,93.17,0,0.096,0.6,0.662,223.5,100,2,1000
2007,1,3,17,30,0,0,0,0,0,0,7,0,98.14,0,0.096,0.6,0.635,223.5,100,2,1000
2007,1,3,18,0,0,0,0,0,0,0,7,1,103.29,0,0.096,0.7,0.609,217.8,100,2,1000
2007,1,3,18,30,0,0,0,0,0,0,7,1,108.59,0,0.096,0.7,0.605,217.8,100,2,1000
2007,1,3,19,0,0,0,0,0,0,0,7,1,114,0,0.096,0.7,0.601,214.2,100,2,1000
2007,1,3,19,30,0,0,0,0,0,0,7,0,119.49,0,0.096,0.7,0.616,214.2,100,2,1000
2007,1,3,20,0,0,0,0,0,0,0,7,0,125.01,0,0.096,0.7,0.632,213.6,100,2,1000
2007,1,3,20,30,0,0,0,0,0,0,7,0,130.54,0,0.096,0.7,0.636,213.6,100,2,1000
2007,1,3,21,0,0,0,0,0,0,0,7,0,136.01,0,0.096,0.7,0.641,213.1,100,2,1000
2007,1,3,21,30,0,0,0,0,0,0,7,0,141.36,0,0.096,0.7,0.598,213.1,100,2,1000
2007,1,3,22,0,0,0,0,0,0,0,7,0,146.51,0,0.096,0.7,0.555,211,100,2,1000
2007,1,3,22,30,0,0,0,0,0,0,7,0,151.28,0,0.096,0.7,0.493,211,100,1,1000
2007,1,3,23,0,0,0,0,0,0,0,7,0,155.43,0,0.096,0.7,0.432,207.5,100,1,1000
2007,1,3,23,30,0,0,0,0,0,0,4,0,158.56,0,0.096,0.7,0.4,207.5,100,1,1000
2007,1,4,0,0,0,0,0,0,0,0,0,0,160.18,0,0.096,0.7,0.369,204.7,100,1,1000
2007,1,4,0,30,0,0,0,0,0,0,0,0,159.9,0,0.096,0.7,0.365,204.7,100,0,1000
2007,1,4,1,0,0,0,0,0,0,0,0,0,157.79,0,0.096,0.7,0.362,203.1,100,0,1000
2007,1,4,1,30,0,0,0,0,0,0,7,0,154.31,0,0.096,0.7,0.375,203.1,100,0,1000
2007,1,4,2,0,0,0,0,0,0,0,7,0,149.94,0,0.096,0.8,0.388,205.5,100,1,1000
2007,1,4,2,30,0,0,0,0,0,0,7,0,145.04,0,0.096,0.7,0.403,205.5,100,1,1000
2007,1,4,3,0,0,0,0,0,0,0,7,0,139.83,0,0.096,0.7,0.419,196.7,99.53,1,1000
2007,1,4,3,30,0,0,0,0,0,0,7,0,134.43,0,0.096,0.7,0.444,196.7,99.52,1,1000
2007,1,4,4,0,0,0,0,0,0,0,7,0,128.93,0,0.096,0.7,0.471,190.9,100,1,1000
2007,1,4,4,30,0,0,0,0,0,0,7,0,123.4,0,0.096,0.7,0.505,190.9,100,1,1000
2007,1,4,5,0,0,0,0,0,0,0,6,0,117.88,0,0.096,0.7,0.54,187,100,1,1000
2007,1,4,5,30,0,0,0,0,0,0,6,0,112.41,0,0.096,0.7,0.578,187,100,1,1000
2007,1,4,6,0,0,0,0,0,0,0,6,0,107.03,0,0.096,0.7,0.617,184.8,100,1,1000
2007,1,4,6,30,0,0,0,0,0,0,6,0,101.76,0,0.096,0.7,0.672,184.8,100,1,1000
2007,1,4,7,0,0,0,0,0,0,0,7,0,96.65,0,0.096,0.7,0.728,184.2,100,2,1000
2007,1,4,7,30,0,0,0,0,0,0,6,0,91.73,0,0.096,0.7,0.823,184.2,100,2,1000
2007,1,4,8,0,14,0,14,20,246,32,7,1,87.05,4,0.096,0.8,0.919,195.9,100,3,1000
2007,1,4,8,30,41,0,41,38,457,96,6,1,82.66,0,0.096,0.8,0.975,195.9,93.92,3,1000
2007,1,4,9,0,5,0,5,48,600,167,4,2,78.62,0,0.096,0.8,1.032,196.8,93.16,4,1000
2007,1,4,9,30,81,0,81,56,684,234,4,2,74.98,0,0.096,0.8,1.035,196.8,86.81,5,1000
2007,1,4,10,0,112,6,114,60,751,295,4,3,71.82,0,0.096,0.8,1.038,193.9,89.04,7,1000
2007,1,4,10,30,65,789,345,65,789,345,0,3,69.19,0,0.096,0.8,1.043,193.9,83.05,8,1000
2007,1,4,11,0,119,508,316,68,811,383,2,4,67.18,0,0.096,0.9,1.048,205.6,78.04,9,990
2007,1,4,11,30,70,825,408,70,825,408,0,4,65.84,0,0.096,0.9,1.097,205.6,78.01,9,990
2007,1,4,12,0,72,827,419,72,827,419,0,5,65.2,0,0.096,0.9,1.147,216.9,76.47,10,990
2007,1,4,12,30,72,822,415,72,822,415,0,5,65.3,0,0.096,0.9,1.259,216.9,76.46,10,990
2007,1,4,13,0,71,807,398,71,807,398,0,5,66.13,0,0.096,0.9,1.372,221.3,79.47,11,990
2007,1,4,13,30,69,785,367,69,785,367,0,5,67.65,0,0.096,0.8,1.499,221.3,79.47,11,990
2007,1,4,14,0,136,265,227,66,749,324,4,6,69.83,0,0.096,0.7,1.627,216.1,83.11,11,990
2007,1,4,14,30,61,705,272,61,705,272,0,6,72.61,0,0.096,0.6,1.646,216.1,88.9,10,990
2007,1,4,15,0,94,166,135,55,639,211,4,6,75.91,0,0.096,0.6,1.665,201,90.39,10,990
2007,1,4,15,30,66,33,72,46,544,143,4,6,79.66,0,0.096,0.6,1.711,201,96.76,8,990
2007,1,4,16,0,36,5,37,33,379,74,7,5,83.8,4,0.096,0.6,1.758,195.7,97.49,7,990
2007,1,4,16,30,9,0,9,13,145,18,7,4,88.27,4,0.096,0.7,1.878,195.7,100,7,990
2007,1,4,17,0,0,0,0,0,0,0,7,4,93.02,0,0.096,0.8,1.998,189.9,100,7,990
2007,1,4,17,30,0,0,0,0,0,0,4,4,97.99,0,0.096,0.9,2.154,189.9,100,7,990
2007,1,4,18,0,0,0,0,0,0,0,7,5,103.15,0,0.096,1,2.31,195.8,98.64,7,990
2007,1,4,18,30,0,0,0,0,0,0,4,5,108.45,0,0.096,1.1,2.414,195.8,98.64,7,990
2007,1,4,19,0,0,0,0,0,0,0,4,6,113.86,0,0.096,1.2,2.519,201.6,100,8,990
2007,1,4,19,30,0,0,0,0,0,0,4,6,119.34,0,0.096,1.1,2.588,201.6,100,8,990
2007,1,4,20,0,0,0,0,0,0,0,7,6,124.87,0,0.096,1.1,2.658,193.8,100,8,990
2007,1,4,20,30,0,0,0,0,0,0,7,6,130.39,0,0.096,1.1,2.63,193.8,100,8,990
2007,1,4,21,0,0,0,0,0,0,0,7,6,135.86,0,0.096,1.1,2.602,189.9,100,8,990
2007,1,4,21,30,0,0,0,0,0,0,6,6,141.22,0,0.096,1,2.506,189.9,100,8,990
2007,1,4,22,0,0,0,0,0,0,0,6,6,146.36,0,0.096,1,2.41,187.6,100,8,990
2007,1,4,22,30,0,0,0,0,0,0,6,6,151.13,0,0.096,0.9,2.368,187.6,100,7,990
2007,1,4,23,0,0,0,0,0,0,0,6,6,155.28,0,0.096,0.9,2.327,180.2,100,7,990
2007,1,4,23,30,0,0,0,0,0,0,6,6,158.43,0,0.096,0.9,2.371,180.2,100,7,990
2007,1,5,0,0,0,0,0,0,0,0,6,6,160.06,0,0.096,1,2.416,177.3,100,7,990
2007,1,5,0,30,0,0,0,0,0,0,6,6,159.81,0,0.096,0.9,2.493,177.3,100,7,990
2007,1,5,1,0,0,0,0,0,0,0,6,6,157.73,0,0.096,0.9,2.571,177.1,100,7,990
2007,1,5,1,30,0,0,0,0,0,0,6,6,154.28,0,0.096,0.9,2.637,177.1,100,7,990
2007,1,5,2,0,0,0,0,0,0,0,7,6,149.94,0,0.096,1,2.704,181.9,100,8,990
2007,1,5,2,30,0,0,0,0,0,0,7,6,145.05,0,0.096,1,2.758,181.9,100,8,990
2007,1,5,3,0,0,0,0,0,0,0,6,6,139.84,0,0.096,1.1,2.813,182.7,100,8,990
2007,1,5,3,30,0,0,0,0,0,0,6,6,134.44,0,0.096,1,2.88,182.7,100,8,990
2007,1,5,4,0,0,0,0,0,0,0,6,6,128.95,0,0.096,1,2.948,187.1,100,8,990
2007,1,5,4,30,0,0,0,0,0,0,6,6,123.42,0,0.096,1,3.025,187.1,100,8,990
2007,1,5,5,0,0,0,0,0,0,0,6,7,117.9,0,0.096,1.1,3.102,190.9,100,8,990
2007,1,5,5,30,0,0,0,0,0,0,6,7,112.43,0,0.096,1.1,3.155,190.9,100,8,990
2007,1,5,6,0,0,0,0,0,0,0,6,7,107.04,0,0.096,1.2,3.21,188.3,100,9,990
2007,1,5,6,30,0,0,0,0,0,0,6,7,101.77,0,0.096,1.2,3.192,188.3,100,9,990
2007,1,5,7,0,0,0,0,0,0,0,7,7,96.65,0,0.096,1.3,3.175,195.8,100,9,990
2007,1,5,7,30,0,0,0,0,0,0,7,7,91.73,0,0.096,1.3,3.096,195.8,100,9,990
2007,1,5,8,0,5,0,5,20,143,27,7,8,87.04,4,0.096,1.3,3.018,205,100,9,990
2007,1,5,8,30,16,0,16,42,333,85,6,8,82.64,0,0.096,1.2,2.926,205,100,9,990
2007,1,5,9,0,17,0,17,59,458,149,6,8,78.59,0,0.096,1.2,2.834,209.6,99.75,10,990
2007,1,5,9,30,33,0,33,70,547,213,6,8,74.94,0,0.096,1.1,2.77,209.6,99.76,10,990
2007,1,5,10,0,60,0,60,78,613,270,6,9,71.76,0,0.096,1.1,2.706,211.5,100,11,990
2007,1,5,10,30,91,0,91,84,655,318,7,9,69.13,0,0.096,1,2.719,211.5,100,11,990
2007,1,5,11,0,91,0,91,88,686,355,6,9,67.1,0,0.096,0.9,2.734,208,100,12,990
2007,1,5,11,30,58,0,58,90,703,379,7,9,65.74,0,0.096,0.9,2.758,208,100,12,990
2007,1,5,12,0,85,0,85,86,731,393,6,9,65.1,0,0.096,0.9,2.782,201.9,100,12,990
2007,1,5,12,30,97,0,97,85,729,391,6,9,65.18,0,0.096,0.8,2.839,201.9,100,12,990
2007,1,5,13,0,61,0,61,80,732,378,6,9,66,0,0.096,0.8,2.897,190.2,100,12,990
2007,1,5,13,30,79,0,79,77,711,349,6,9,67.52,0,0.096,0.8,3.008,190.2,100,12,990
2007,1,5,14,0,62,0,62,72,684,310,6,9,69.69,0,0.096,0.9,3.119,188,100,12,990
2007,1,5,14,30,66,0,66,67,638,259,6,9,72.46,0,0.096,0.9,3.189,188,100,12,990
2007,1,5,15,0,32,0,32,59,578,201,6,9,75.76,0,0.096,0.9,3.259,192.5,100,12,990
2007,1,5,15,30,59,0,59,49,483,137,6,9,79.51,0,0.096,0.9,3.296,192.5,100,12,990
2007,1,5,16,0,30,0,30,35,326,71,6,9,83.65,4,0.096,1,3.335,195.9,100,12,990
2007,1,5,16,30,7,0,7,14,113,18,6,9,88.12,4,0.096,0.9,3.346,195.9,100,12,990
2007,1,5,17,0,0,0,0,0,0,0,6,9,92.87,0,0.096,0.9,3.357,195.9,100,12,990
2007,1,5,17,30,0,0,0,0,0,0,6,9,97.84,0,0.096,0.9,3.359,195.9,100,12,990
2007,1,5,18,0,0,0,0,0,0,0,6,11,102.99,0,0.096,0.9,3.361,193.6,100,12,990
2007,1,5,18,30,0,0,0,0,0,0,6,11,108.3,0,0.096,0.9,3.358,193.6,100,12,990
2007,1,5,19,0,0,0,0,0,0,0,6,11,113.71,0,0.096,1,3.356,190.6,100,12,990
2007,1,5,19,30,0,0,0,0,0,0,7,11,119.19,0,0.096,1,3.347,190.6,100,12,990
2007,1,5,20,0,0,0,0,0,0,0,6,11,124.72,0,0.096,1,3.339,188.4,100,12,990
2007,1,5,20,30,0,0,0,0,0,0,7,9,130.24,0,0.096,0.9,3.342,188.4,100,12,990
2007,1,5,21,0,0,0,0,0,0,0,7,9,135.71,0,0.096,0.9,3.345,184.3,100,12,990
2007,1,5,21,30,0,0,0,0,0,0,7,9,141.07,0,0.096,0.9,3.364,184.3,100,12,980
2007,1,5,22,0,0,0,0,0,0,0,7,9,146.2,0,0.096,0.9,3.383,172,100,12,980
2007,1,5,22,30,0,0,0,0,0,0,7,9,150.98,0,0.096,0.9,3.402,172,100,11,980
2007,1,5,23,0,0,0,0,0,0,0,6,9,155.13,0,0.096,1,3.422,162.3,100,11,980
2007,1,5,23,30,0,0,0,0,0,0,7,9,158.28,0,0.096,1.1,3.393,162.3,100,11,980
2007,1,6,0,0,0,0,0,0,0,0,7,9,159.94,0,0.096,1.2,3.365,174.3,100,12,980
2007,1,6,0,30,0,0,0,0,0,0,7,9,159.72,0,0.096,1.2,3.334,174.3,100,12,980
2007,1,6,1,0,0,0,0,0,0,0,7,9,157.67,0,0.096,1.3,3.303,184.1,100,12,980
2007,1,6,1,30,0,0,0,0,0,0,8,9,154.25,0,0.096,1.3,3.309,184.1,100,12,980
2007,1,6,2,0,0,0,0,0,0,0,4,11,149.92,0,0.096,1.4,3.315,192.5,100,12,980
2007,1,6,2,30,0,0,0,0,0,0,8,11,145.05,0,0.096,1.3,3.348,192.5,100,12,980
2007,1,6,3,0,0,0,0,0,0,0,4,11,139.85,0,0.096,1.3,3.382,193.1,100,12,980
